  -1.9934171e+00   1.0000000e-08
  -1.9934122e+00   3.1489333e-03
  -1.9933973e+00   6.2978352e-03
  -1.9933725e+00   9.4466749e-03
  -1.9933378e+00   1.2595421e-02
  -1.9932932e+00   1.5744042e-02
  -1.9932387e+00   1.8892507e-02
  -1.9931743e+00   2.2040784e-02
  -1.9930999e+00   2.5188843e-02
  -1.9930157e+00   2.8336652e-02
  -1.9929215e+00   3.1484181e-02
  -1.9928175e+00   3.4631396e-02
  -1.9927035e+00   3.7778269e-02
  -1.9925796e+00   4.0924766e-02
  -1.9924458e+00   4.4070859e-02
  -1.9923022e+00   4.7216514e-02
  -1.9921486e+00   5.0361700e-02
  -1.9919851e+00   5.3506388e-02
  -1.9918117e+00   5.6650544e-02
  -1.9916284e+00   5.9794139e-02
  -1.9914353e+00   6.2937141e-02
  -1.9912322e+00   6.6079519e-02
  -1.9910192e+00   6.9221242e-02
  -1.9907964e+00   7.2362278e-02
  -1.9905637e+00   7.5502596e-02
  -1.9903211e+00   7.8642166e-02
  -1.9900686e+00   8.1780956e-02
  -1.9898062e+00   8.4918935e-02
  -1.9895339e+00   8.8056072e-02
  -1.9892518e+00   9.1192336e-02
  -1.9889598e+00   9.4327695e-02
  -1.9886579e+00   9.7462119e-02
  -1.9883462e+00   1.0059558e-01
  -1.9880246e+00   1.0372804e-01
  -1.9876932e+00   1.0685947e-01
  -1.9873519e+00   1.0998984e-01
  -1.9870007e+00   1.1311912e-01
  -1.9866397e+00   1.1624728e-01
  -1.9862688e+00   1.1937429e-01
  -1.9858881e+00   1.2250011e-01
  -1.9854976e+00   1.2562472e-01
  -1.9850972e+00   1.2874808e-01
  -1.9846870e+00   1.3187016e-01
  -1.9842670e+00   1.3499094e-01
  -1.9838372e+00   1.3811038e-01
  -1.9833975e+00   1.4122845e-01
  -1.9829480e+00   1.4434512e-01
  -1.9824887e+00   1.4746036e-01
  -1.9820197e+00   1.5057413e-01
  -1.9815408e+00   1.5368641e-01
  -1.9810521e+00   1.5679717e-01
  -1.9805536e+00   1.5990637e-01
  -1.9800454e+00   1.6301399e-01
  -1.9795273e+00   1.6611999e-01
  -1.9789995e+00   1.6922435e-01
  -1.9784619e+00   1.7232702e-01
  -1.9779146e+00   1.7542799e-01
  -1.9773575e+00   1.7852721e-01
  -1.9767906e+00   1.8162467e-01
  -1.9762140e+00   1.8472033e-01
  -1.9756277e+00   1.8781415e-01
  -1.9750316e+00   1.9090611e-01
  -1.9744258e+00   1.9399618e-01
  -1.9738103e+00   1.9708432e-01
  -1.9731850e+00   2.0017051e-01
  -1.9725501e+00   2.0325472e-01
  -1.9719054e+00   2.0633691e-01
  -1.9712510e+00   2.0941705e-01
  -1.9705870e+00   2.1249512e-01
  -1.9699132e+00   2.1557108e-01
  -1.9692298e+00   2.1864490e-01
  -1.9685367e+00   2.2171656e-01
  -1.9678339e+00   2.2478601e-01
  -1.9671215e+00   2.2785324e-01
  -1.9663994e+00   2.3091820e-01
  -1.9656677e+00   2.3398088e-01
  -1.9649264e+00   2.3704124e-01
  -1.9641754e+00   2.4009924e-01
  -1.9634148e+00   2.4315487e-01
  -1.9626446e+00   2.4620808e-01
  -1.9618647e+00   2.4925885e-01
  -1.9610753e+00   2.5230715e-01
  -1.9602763e+00   2.5535295e-01
  -1.9594677e+00   2.5839622e-01
  -1.9586495e+00   2.6143692e-01
  -1.9578218e+00   2.6447504e-01
  -1.9569845e+00   2.6751053e-01
  -1.9561376e+00   2.7054336e-01
  -1.9552812e+00   2.7357352e-01
  -1.9544153e+00   2.7660096e-01
  -1.9535399e+00   2.7962565e-01
  -1.9526549e+00   2.8264758e-01
  -1.9517604e+00   2.8566670e-01
  -1.9508564e+00   2.8868299e-01
  -1.9499430e+00   2.9169642e-01
  -1.9490200e+00   2.9470696e-01
  -1.9480876e+00   2.9771457e-01
  -1.9471457e+00   3.0071923e-01
  -1.9461944e+00   3.0372091e-01
  -1.9452336e+00   3.0671957e-01
  -1.9442634e+00   3.0971520e-01
  -1.9432838e+00   3.1270775e-01
  -1.9422947e+00   3.1569720e-01
  -1.9412963e+00   3.1868353e-01
  -1.9402884e+00   3.2166669e-01
  -1.9392712e+00   3.2464666e-01
  -1.9382446e+00   3.2762342e-01
  -1.9372086e+00   3.3059692e-01
  -1.9361633e+00   3.3356715e-01
  -1.9351086e+00   3.3653407e-01
  -1.9340446e+00   3.3949765e-01
  -1.9329713e+00   3.4245787e-01
  -1.9318886e+00   3.4541469e-01
  -1.9307967e+00   3.4836808e-01
  -1.9296954e+00   3.5131802e-01
  -1.9285849e+00   3.5426448e-01
  -1.9274652e+00   3.5720742e-01
  -1.9263361e+00   3.6014682e-01
  -1.9251978e+00   3.6308265e-01
  -1.9240503e+00   3.6601489e-01
  -1.9228936e+00   3.6894349e-01
  -1.9217276e+00   3.7186843e-01
  -1.9205525e+00   3.7478968e-01
  -1.9193681e+00   3.7770722e-01
  -1.9181746e+00   3.8062102e-01
  -1.9169719e+00   3.8353104e-01
  -1.9157601e+00   3.8643725e-01
  -1.9145391e+00   3.8933964e-01
  -1.9133090e+00   3.9223816e-01
  -1.9120697e+00   3.9513280e-01
  -1.9108214e+00   3.9802352e-01
  -1.9095640e+00   4.0091029e-01
  -1.9082975e+00   4.0379308e-01
  -1.9070219e+00   4.0667187e-01
  -1.9057373e+00   4.0954663e-01
  -1.9044436e+00   4.1241733e-01
  -1.9031409e+00   4.1528394e-01
  -1.9018292e+00   4.1814643e-01
  -1.9005085e+00   4.2100477e-01
  -1.8991788e+00   4.2385894e-01
  -1.8978401e+00   4.2670891e-01
  -1.8964924e+00   4.2955465e-01
  -1.8951359e+00   4.3239612e-01
  -1.8937703e+00   4.3523331e-01
  -1.8923959e+00   4.3806619e-01
  -1.8910125e+00   4.4089472e-01
  -1.8896202e+00   4.4371888e-01
  -1.8882191e+00   4.4653863e-01
  -1.8868091e+00   4.4935397e-01
  -1.8853902e+00   4.5216484e-01
  -1.8839625e+00   4.5497123e-01
  -1.8825260e+00   4.5777312e-01
  -1.8810806e+00   4.6057046e-01
  -1.8796265e+00   4.6336323e-01
  -1.8781636e+00   4.6615142e-01
  -1.8766919e+00   4.6893498e-01
  -1.8752115e+00   4.7171388e-01
  -1.8737223e+00   4.7448812e-01
  -1.8722244e+00   4.7725765e-01
  -1.8707178e+00   4.8002244e-01
  -1.8692025e+00   4.8278248e-01
  -1.8676785e+00   4.8553773e-01
  -1.8661458e+00   4.8828816e-01
  -1.8646045e+00   4.9103376e-01
  -1.8630546e+00   4.9377448e-01
  -1.8614960e+00   4.9651031e-01
  -1.8599289e+00   4.9924122e-01
  -1.8583532e+00   5.0196717e-01
  -1.8567688e+00   5.0468815e-01
  -1.8551760e+00   5.0740413e-01
  -1.8535746e+00   5.1011507e-01
  -1.8519646e+00   5.1282096e-01
  -1.8503462e+00   5.1552176e-01
  -1.8487193e+00   5.1821745e-01
  -1.8470839e+00   5.2090800e-01
  -1.8454400e+00   5.2359339e-01
  -1.8437877e+00   5.2627359e-01
  -1.8421270e+00   5.2894857e-01
  -1.8404578e+00   5.3161830e-01
  -1.8387803e+00   5.3428276e-01
  -1.8370944e+00   5.3694193e-01
  -1.8354001e+00   5.3959577e-01
  -1.8336975e+00   5.4224426e-01
  -1.8319865e+00   5.4488738e-01
  -1.8302673e+00   5.4752509e-01
  -1.8285397e+00   5.5015738e-01
  -1.8268039e+00   5.5278421e-01
  -1.8250598e+00   5.5540556e-01
  -1.8233075e+00   5.5802140e-01
  -1.8215470e+00   5.6063171e-01
  -1.8197782e+00   5.6323646e-01
  -1.8180013e+00   5.6583563e-01
  -1.8162162e+00   5.6842919e-01
  -1.8144229e+00   5.7101711e-01
  -1.8126215e+00   5.7359937e-01
  -1.8108120e+00   5.7617595e-01
  -1.8089944e+00   5.7874681e-01
  -1.8071687e+00   5.8131193e-01
  -1.8053349e+00   5.8387129e-01
  -1.8034931e+00   5.8642486e-01
  -1.8016433e+00   5.8897262e-01
  -1.7997855e+00   5.9151454e-01
  -1.7979196e+00   5.9405059e-01
  -1.7960458e+00   5.9658075e-01
  -1.7941641e+00   5.9910500e-01
  -1.7922744e+00   6.0162331e-01
  -1.7903768e+00   6.0413566e-01
  -1.7884713e+00   6.0664201e-01
  -1.7865579e+00   6.0914235e-01
  -1.7846367e+00   6.1163665e-01
  -1.7827076e+00   6.1412489e-01
  -1.7807707e+00   6.1660704e-01
  -1.7788260e+00   6.1908308e-01
  -1.7768736e+00   6.2155298e-01
  -1.7749133e+00   6.2401671e-01
  -1.7729454e+00   6.2647426e-01
  -1.7709697e+00   6.2892560e-01
  -1.7689862e+00   6.3137071e-01
  -1.7669952e+00   6.3380955e-01
  -1.7649964e+00   6.3624211e-01
  -1.7629900e+00   6.3866836e-01
  -1.7609760e+00   6.4108829e-01
  -1.7589543e+00   6.4350185e-01
  -1.7569251e+00   6.4590904e-01
  -1.7548884e+00   6.4830982e-01
  -1.7528440e+00   6.5070418e-01
  -1.7507922e+00   6.5309208e-01
  -1.7487328e+00   6.5547351e-01
  -1.7466660e+00   6.5784844e-01
  -1.7445917e+00   6.6021685e-01
  -1.7425100e+00   6.6257872e-01
  -1.7404208e+00   6.6493401e-01
  -1.7383243e+00   6.6728272e-01
  -1.7362203e+00   6.6962481e-01
  -1.7341090e+00   6.7196026e-01
  -1.7319904e+00   6.7428905e-01
  -1.7298645e+00   6.7661115e-01
  -1.7277312e+00   6.7892655e-01
  -1.7255907e+00   6.8123522e-01
  -1.7234429e+00   6.8353713e-01
  -1.7212879e+00   6.8583227e-01
  -1.7191257e+00   6.8812061e-01
  -1.7169563e+00   6.9040212e-01
  -1.7147797e+00   6.9267680e-01
  -1.7125960e+00   6.9494460e-01
  -1.7104052e+00   6.9720552e-01
  -1.7082072e+00   6.9945952e-01
  -1.7060022e+00   7.0170660e-01
  -1.7037901e+00   7.0394671e-01
  -1.7015710e+00   7.0617985e-01
  -1.6993448e+00   7.0840598e-01
  -1.6971117e+00   7.1062510e-01
  -1.6948716e+00   7.1283717e-01
  -1.6926246e+00   7.1504217e-01
  -1.6903706e+00   7.1724008e-01
  -1.6881097e+00   7.1943089e-01
  -1.6858420e+00   7.2161456e-01
  -1.6835673e+00   7.2379108e-01
  -1.6812859e+00   7.2596043e-01
  -1.6789976e+00   7.2812257e-01
  -1.6767026e+00   7.3027750e-01
  -1.6744007e+00   7.3242520e-01
  -1.6720922e+00   7.3456563e-01
  -1.6697769e+00   7.3669878e-01
  -1.6674549e+00   7.3882462e-01
  -1.6651262e+00   7.4094315e-01
  -1.6627909e+00   7.4305432e-01
  -1.6604489e+00   7.4515814e-01
  -1.6581004e+00   7.4725456e-01
  -1.6557452e+00   7.4934358e-01
  -1.6533835e+00   7.5142517e-01
  -1.6510153e+00   7.5349931e-01
  -1.6486406e+00   7.5556599e-01
  -1.6462593e+00   7.5762517e-01
  -1.6438716e+00   7.5967685e-01
  -1.6414775e+00   7.6172099e-01
  -1.6390769e+00   7.6375758e-01
  -1.6366699e+00   7.6578661e-01
  -1.6342566e+00   7.6780804e-01
  -1.6318369e+00   7.6982186e-01
  -1.6294109e+00   7.7182805e-01
  -1.6269786e+00   7.7382659e-01
  -1.6245401e+00   7.7581746e-01
  -1.6220952e+00   7.7780064e-01
